container;schiff;sea_etd_pol;sea_eta_pod;sea_dat_ank_hafen;sea_dat_cont_entl;sea_dat_abf_hafen;sea_dat_ank_vz;pod_id;pod_name;pod_land
UACU8411345;ONE OWL;14.05.2022 00:00;19.06.2022 00:00;19.06.2022 00:00;21.06.2022 00:00;29.06.2022 00:00;05.07.2022 00:00;RTM;Rotterdam;NL
BMOU9316326;YM WELLSPRING;10.05.2022 00:00;11.06.2022 00:00;11.06.2022 00:00;13.06.2022 00:00;22.06.2022 00:00;05.07.2022 00:00;RTM;Rotterdam;NL
MRKU2030116;MERETE MAERSK;16.06.2022 00:00;13.07.2022 00:00;13.07.2022 00:00;14.07.2022 00:00;22.07.2022 00:00;04.08.2022 00:00;RTM;Rotterdam;NL
TCKU7464447;MAASTRICHT MAERSK;13.05.2022 00:00;15.06.2022 00:00;15.06.2022 00:00;18.06.2022 00:00;27.06.2022 00:00;04.07.2022 00:00;RTM;Rotterdam;NL
CICU3552988;RAIL;04.08.2022 00:00;26.08.2022 00:00;;;;;DUI;Duisburg;DE
FTAU1341110;MSC VENICE;25.05.2022 00:00;01.07.2022 00:00;01.07.2022 00:00;01.07.2022 00:00;05.07.2022 00:00;08.07.2022 00:00;RTM;Rotterdam;NL
BMOU2706343;MAGLEBY MAERSK;02.04.2022 00:00;02.07.2022 00:00;02.07.2022 00:00;02.07.2022 00:00;08.07.2022 00:00;13.07.2022 00:00;ANR;Antwerpen;BE
FANU1862808;BUXCOAST;17.06.2022 00:00;07.07.2022 00:00;08.07.2022 00:00;08.07.2022 00:00;09.07.2022 00:00;14.07.2022 00:00;RTM;Rotterdam;NL
TCLU5872196;MSC DILETTA;21.05.2022 00:00;09.07.2022 00:00;09.07.2022 00:00;10.07.2022 00:00;14.07.2022 00:00;;ANR;Antwerpen;BE
MSCU4829871;MARSTAL MAERSK;24.04.2022 00:00;22.06.2022 00:00;22.06.2022 00:00;23.06.2022 00:00;30.06.2022 00:00;06.07.2022 00:00;ANR;Antwerpen;BE
MTSU9644149;MARSTAL MAERSK;24.04.2022 00:00;22.06.2022 00:00;23.06.2022 00:00;23.06.2022 00:00;30.06.2022 00:00;06.07.2022 00:00;ANR;Antwerpen;BE
MRKU7925270;MERETE MAERSK;24.05.2022 00:00;13.07.2022 00:00;13.07.2022 00:00;15.07.2022 00:00;22.07.2022 00:00;03.08.2022 00:00;RTM;Rotterdam;NL
HLXU8537683;HMM MIR;09.05.2022 00:00;09.06.2022 00:00;09.06.2022 00:00;09.06.2022 00:00;17.06.2022 00:00;23.06.2022 00:00;RTM;Rotterdam;NL
MSMU4431492;MARSTAL MAERSK;20.04.2022 00:00;22.06.2022 00:00;23.06.2022 00:00;23.06.2022 00:00;30.06.2022 00:00;06.07.2022 00:00;ANR;Antwerpen;BE
MSDU2912996;MSC TAMARA;14.05.2022 00:00;30.06.2022 00:00;30.06.2022 00:00;30.06.2022 00:00;05.07.2022 00:00;05.07.2022 00:00;GOA;Genoa;IT
MEDU5068650;MOGENS MAERSK;29.04.2022 00:00;12.07.2022 00:00;12.07.2022 00:00;12.07.2022 00:00;20.07.2022 00:00;;ANR;Antwerpen;BE
CMAU4079250;DALIAN EXPRESS;23.07.2022 00:00;08.08.2022 00:00;08.08.2022 00:00;09.08.2022 00:00;12.08.2022 00:00;26.08.2022 00:00;GOA;Genoa;IT
HLBU2301796;AMOLIANI;25.08.2022 00:00;17.09.2022 00:00;;;;;RTM;Rotterdam;NL
TEMU6713318;COSCO SHIPPING VOLGA;20.07.2022 00:00;16.08.2022 00:00;18.08.2022 00:00;18.08.2022 00:00;29.08.2022 00:00;;RTM;Rotterdam;NL
BMOU4437520;MURCIA MAERSK;19.05.2022 00:00;23.06.2022 00:00;23.06.2022 00:00;23.06.2022 00:00;30.06.2022 00:00;05.07.2022 00:00;RTM;Rotterdam;NL
MSDU7018275;CAPE AKRITAS;20.04.2022 00:00;20.06.2022 00:00;18.06.2022 00:00;20.06.2022 00:00;06.07.2022 00:00;12.08.2022 00:00;ANR;Antwerpen;BE
MSKU3778362;METTE MAERSK;26.05.2022 00:00;28.06.2022 00:00;28.06.2022 00:00;28.06.2022 00:00;04.07.2022 00:00;;RTM;Rotterdam;NL
MSDU8310569;METTE MAERSK;26.05.2022 00:00;28.06.2022 00:00;28.06.2022 00:00;29.06.2022 00:00;05.07.2022 00:00;11.07.2022 00:00;RTM;Rotterdam;NL
CAAU5326956;AL MANAMAH;22.06.2022 00:00;14.07.2022 00:00;14.07.2022 00:00;14.07.2022 00:00;17.07.2022 00:00;29.07.2022 00:00;RTM;Rotterdam;NL
MEDU7638540;MSC VENICE;15.05.2022 00:00;01.07.2022 00:00;01.07.2022 00:00;01.07.2022 00:00;11.07.2022 00:00;12.07.2022 00:00;RTM;Rotterdam;NL
HLBU1750431;APL ANTWERP;15.04.2022 00:00;05.05.2022 00:00;05.05.2022 00:00;05.05.2022 00:00;11.05.2022 00:00;14.05.2022 00:00;GOA;Genoa;IT
MEDU5501266;MSC TAMARA;14.05.2022 00:00;30.06.2022 00:00;30.06.2022 00:00;01.07.2022 00:00;04.07.2022 00:00;05.07.2022 00:00;GOA;Genoa;IT
HLBU1506908;AL MURABBA;25.05.2022 00:00;18.06.2022 00:00;18.06.2022 00:00;20.06.2022 00:00;28.06.2022 00:00;04.07.2022 00:00;GOA;Genoa;IT
IPXU3950265;COSCO HARMONY;26.04.2022 00:00;28.06.2022 00:00;26.06.2022 00:00;27.06.2022 00:00;05.07.2022 00:00;09.07.2022 00:00;RTM;Rotterdam;NL
HASU5015587;ELLY MAERSK;15.05.2022 00:00;12.06.2022 00:00;05.07.2022 00:00;12.06.2022 00:00;17.06.2022 00:00;;RTM;Rotterdam;NL
4351-9777-203.179;HMM ROTTERDAM;18.05.2022 00:00;22.06.2022 00:00;22.06.2022 00:00;22.06.2022 00:00;04.07.2022 00:00;;RTM;Rotterdam;NL
CAIU8535612;MSC SHUBA B;18.04.2022 00:00;22.05.2022 00:00;09.06.2022 00:00;09.06.2022 00:00;13.06.2022 00:00;21.06.2022 00:00;ANR;Antwerpen;BE
TLLU4684530;CAPE AKRITAS;29.04.2022 00:00;17.06.2022 00:00;18.06.2022 00:00;18.06.2022 00:00;23.06.2022 00:00;28.06.2022 00:00;ANR;Antwerpen;BE
YMMU1152622;HMM DAON;18.05.2022 00:00;12.06.2022 00:00;12.06.2022 00:00;13.06.2022 00:00;24.06.2022 00:00;01.07.2022 00:00;RTM;Rotterdam;NL
BEAU5817984;MATZ MAERSK;09.05.2022 00:00;15.06.2022 00:00;15.06.2022 00:00;22.06.2022 00:00;25.06.2022 00:00;;HAM;Hamburg;DE
MSMU1385840;MAASTRICHT MAERSK;04.05.2022 00:00;15.06.2022 00:00;15.06.2022 00:00;19.06.2022 00:00;29.06.2022 00:00;05.07.2022 00:00;RTM;Rotterdam;NL
TTNU4692353;MURCIA MAERSK;19.05.2022 00:00;23.06.2022 00:00;23.06.2022 00:00;23.06.2022 00:00;30.06.2022 00:00;05.07.2022 00:00;RTM;Rotterdam;NL
MNBU3623899;EUGEN MAERSK;01.05.2022 00:00;03.06.2022 00:00;03.06.2022 00:00;03.06.2022 00:00;16.06.2022 00:00;24.06.2022 00:00;RTM;Rotterdam;NL
MSKU2538747;MAASTRICHT MAERSK;13.05.2022 00:00;15.06.2022 00:00;15.06.2022 00:00;18.06.2022 00:00;30.06.2022 00:00;06.07.2022 00:00;RTM;Rotterdam;NL
DRYU4235834;HMM DAON;18.05.2022 00:00;27.07.2022 00:00;16.06.2022 00:00;28.06.2022 00:00;05.07.2022 00:00;;HAM;Hamburg;DE
HLBU1628547;ZEAL LUMOS;06.06.2022 00:00;30.06.2022 00:00;30.06.2022 00:00;02.07.2022 00:00;05.07.2022 00:00;09.07.2022 00:00;GOA;Genoa;IT
TCLU7691432;MSC KRYSTAL;12.06.2022 00:00;22.06.2022 00:00;22.06.2022 00:00;22.06.2022 00:00;25.07.2022 00:00;03.08.2022 00:00;ANR;Antwerpen;BE
SEGU2016807;YM WREATH;29.05.2022 00:00;02.07.2022 00:00;02.07.2022 00:00;04.07.2022 00:00;11.07.2022 00:00;11.07.2022 00:00;RTM;Rotterdam;NL
TCKU4606424;CSCL MARS;24.07.2022 00:00;19.08.2022 00:00;20.08.2022 00:00;21.08.2022 00:00;;;RTM;Rotterdam;NL
UACU3518623;HMM DAON;12.05.2022 00:00;12.06.2022 00:00;12.06.2022 00:00;13.06.2022 00:00;24.06.2022 00:00;01.07.2022 00:00;RTM;Rotterdam;NL
TGHU9487833;APL TEMASEK;04.05.2022 00:00;14.06.2022 00:00;11.06.2022 00:00;13.06.2022 00:00;24.06.2022 00:00;01.07.2022 00:00;RTM;Rotterdam;NL
002;TBN MSCU;12.06.2022 00:00;15.07.2022 00:00;;;;;RTM;Rotterdam;NL
MSDU8698182;MSC RAPALLO;11.05.2022 00:00;17.06.2022 00:00;17.06.2022 00:00;19.06.2022 00:00;23.06.2022 00:00;04.07.2022 00:00;ANR;Antwerpen;BE
SEGU1735853;HMM DAON;18.05.2022 00:00;12.06.2022 00:00;12.06.2022 00:00;13.06.2022 00:00;24.06.2022 00:00;01.07.2022 00:00;RTM;Rotterdam;NL
CXDU1633513;Santa Cruz;07.06.2022 00:00;28.06.2022 00:00;02.07.2022 00:00;;;12.07.2022 00:00;RTM;Rotterdam;NL
MSMU7923182;MSC RAPALLO;10.05.2022 00:00;17.06.2022 00:00;17.06.2022 00:00;19.06.2022 00:00;23.06.2022 00:00;01.07.2022 00:00;ANR;Antwerpen;BE
SEKU4311869;CMA CGM BOUGAINVILLE;14.05.2022 00:00;24.06.2022 00:00;24.06.2022 00:00;25.06.2022 00:00;04.07.2022 00:00;;RTM;Rotterdam;NL
MRKU3785307;MURCIA MAERSK;22.05.2022 00:00;25.06.2022 00:00;26.06.2022 00:00;27.06.2022 00:00;27.06.2022 00:00;30.06.2022 00:00;RTM;Rotterdam;NL
CMAU6647112;APL ANTWERP;09.06.2022 00:00;30.06.2022 00:00;30.06.2022 00:00;01.07.2022 00:00;06.07.2022 00:00;08.07.2022 00:00;GOA;Genoa;IT
TCNU4049257;APL ANTWERP;09.06.2022 00:00;30.06.2022 00:00;30.06.2022 00:00;30.06.2022 00:00;06.07.2022 00:00;08.07.2022 00:00;GOA;Genoa;IT
TGBU2478015;MSC TAMARA;14.05.2022 00:00;30.06.2022 00:00;30.06.2022 00:00;30.06.2022 00:00;05.07.2022 00:00;06.07.2022 00:00;GOA;Genoa;IT
HASU4843885;MURCIA MAERSK;22.05.2022 00:00;25.06.2022 00:00;26.06.2022 00:00;27.06.2022 00:00;27.06.2022 00:00;30.06.2022 00:00;RTM;Rotterdam;NL
MRKU3291259;MAASTRICHT MAERSK;13.05.2022 00:00;15.06.2022 00:00;15.06.2022 00:00;18.06.2022 00:00;27.06.2022 00:00;04.07.2022 00:00;RTM;Rotterdam;NL
GESU6801188;NYK DENEB;23.04.2022 00:00;13.06.2022 00:00;14.06.2022 00:00;14.06.2022 00:00;17.06.2022 00:00;22.06.2022 00:00;ANR;Antwerpen;BE
TCKU2167699;MSC ALLEGRA;09.05.2022 00:00;12.06.2022 00:00;12.06.2022 00:00;14.06.2022 00:00;23.06.2022 00:00;30.06.2022 00:00;ANR;Antwerpen;BE
MSDU2647280;MSC TAMARA;14.05.2022 00:00;30.06.2022 00:00;30.06.2022 00:00;30.06.2022 00:00;04.07.2022 00:00;05.07.2022 00:00;GOA;Genoa;IT
HLBU2604895;AL MURABBA;25.05.2022 00:00;18.06.2022 00:00;18.06.2022 00:00;20.06.2022 00:00;28.06.2022 00:00;04.07.2022 00:00;GOA;Genoa;IT
DFSU4314220;AL MURABBA;25.05.2022 00:00;18.06.2022 00:00;18.06.2022 00:00;19.06.2022 00:00;28.06.2022 00:00;04.07.2022 00:00;GOA;Genoa;IT
FSCU7360440;MSC ELOANE;01.08.2022 00:00;20.09.2022 00:00;;;;;RTM;Rotterdam;NL
TCLU7230786;SANTA CLARA;17.06.2022 00:00;10.07.2022 00:00;04.08.2022 00:00;11.07.2022 00:00;13.07.2022 00:00;02.08.2022 00:00;ANR;Antwerpen;BE
CAAU5491734;AL MURAYKH;01.04.2022 00:00;16.06.2022 00:00;16.06.2022 00:00;16.06.2022 00:00;29.06.2022 00:00;04.07.2022 00:00;RTM;Rotterdam;NL
PONU0507095;MAASTRICHT MAERSK;13.05.2022 00:00;15.06.2022 00:00;15.06.2022 00:00;18.06.2022 00:00;27.06.2022 00:00;04.07.2022 00:00;RTM;Rotterdam;NL
MSDU4080513;MURCIA MAERSK;10.05.2022 00:00;23.06.2022 00:00;23.06.2022 00:00;24.06.2022 00:00;28.06.2022 00:00;04.07.2022 00:00;RTM;Rotterdam;NL
GLDU3884164;BALTIC BRIDGE;04.06.2022 00:00;24.06.2022 00:00;24.06.2022 00:00;26.06.2022 00:00;29.06.2022 00:00;05.07.2022 00:00;GOA;Genoa;IT
ECMU9542313;BALTIC BRIDGE;04.06.2022 00:00;24.06.2022 00:00;25.06.2022 00:00;25.06.2022 00:00;29.06.2022 00:00;05.07.2022 00:00;GOA;Genoa;IT
TRLU8251376;COSCO HARMONY;26.04.2022 00:00;28.06.2022 00:00;26.06.2022 00:00;27.06.2022 00:00;11.07.2022 00:00;13.07.2022 00:00;RTM;Rotterdam;NL
TCKU4333588;HMM HANUL;06.06.2022 00:00;02.07.2022 00:00;02.07.2022 00:00;02.07.2022 00:00;11.07.2022 00:00;13.07.2022 00:00;RTM;Rotterdam;NL
SEGU9309730;HMM ALGECIRAS;18.05.2022 00:00;27.06.2022 00:00;;;03.07.2022 00:00;;RTM;Rotterdam;NL
GLDU3912590;AL MURABBA;25.05.2022 00:00;18.06.2022 00:00;18.06.2022 00:00;20.06.2022 00:00;28.06.2022 00:00;04.07.2022 00:00;GOA;Genoa;IT
TRHU3670807;ANL WANGARATTA;18.05.2022 00:00;04.06.2022 00:00;04.06.2022 00:00;04.06.2022 00:00;25.06.2022 00:00;29.06.2022 00:00;ANR;Antwerpen;BE
FDCU0326980;CHACABUCO;18.05.2022 00:00;07.06.2022 00:00;07.06.2022 00:00;07.06.2022 00:00;21.06.2022 00:00;27.06.2022 00:00;ANR;Antwerpen;BE
FCIU7489001;ZEAL LUMOS;06.06.2022 00:00;30.06.2022 00:00;30.06.2022 00:00;01.07.2022 00:00;05.07.2022 00:00;08.07.2022 00:00;GOA;Genoa;IT
FCIU2810628;MAASTRICHT MAERSK;12.05.2022 00:00;15.06.2022 00:00;15.06.2022 00:00;19.06.2022 00:00;29.06.2022 00:00;04.07.2022 00:00;RTM;Rotterdam;NL
MSDU2165416;MANILA MAERSK;16.06.2022 00:00;31.07.2022 00:00;31.07.2022 00:00;02.08.2022 00:00;08.08.2022 00:00;10.08.2022 00:00;RTM;Rotterdam;NL
YMMU6533982;HMM HANUL;06.06.2022 00:00;02.07.2022 00:00;02.07.2022 00:00;03.07.2022 00:00;11.07.2022 00:00;12.07.2022 00:00;RTM;Rotterdam;NL
TGHU5302736;HMM HANUL;06.06.2022 00:00;02.07.2022 00:00;02.07.2022 00:00;02.07.2022 00:00;11.07.2022 00:00;13.07.2022 00:00;RTM;Rotterdam;NL
UACU5159348;SEASPAN KOBE;01.03.2022 00:00;20.03.2022 00:00;20.03.2022 00:00;21.03.2022 00:00;04.04.2022 00:00;08.04.2022 00:00;RTM;Rotterdam;NL
MSDU4025537;MAGLEBY MAERSK;01.04.2022 00:00;02.07.2022 00:00;02.07.2022 00:00;03.07.2022 00:00;07.07.2022 00:00;13.07.2022 00:00;ANR;Antwerpen;BE
GLDU0939176;CAPE AKRITAS;05.05.2022 00:00;23.06.2022 00:00;18.06.2022 00:00;18.06.2022 00:00;;04.07.2022 00:00;ANR;Antwerpen;BE
HLXU5370946;YM WELLSPRING;25.04.2022 00:00;11.06.2022 00:00;11.06.2022 00:00;13.06.2022 00:00;24.06.2022 00:00;01.07.2022 00:00;RTM;Rotterdam;NL
MSKU6474023;MSC ALLEGRA;09.05.2022 00:00;12.06.2022 00:00;12.06.2022 00:00;13.06.2022 00:00;18.06.2022 00:00;01.07.2022 00:00;ANR;Antwerpen;BE
CAIU6297979;Chennai Express;20.05.2022 00:00;08.07.2022 00:00;04.07.2022 00:00;04.07.2022 00:00;;12.07.2022 00:00;ANR;Antwerpen;BE
MSMU4440344;MARSTAL MAERSK;24.04.2022 00:00;22.06.2022 00:00;23.06.2022 00:00;23.06.2022 00:00;24.06.2022 00:00;30.06.2022 00:00;ANR;Antwerpen;BE
AMFU8610472;MSC BRANKA;30.03.2022 00:00;19.05.2022 00:00;19.05.2022 00:00;22.05.2022 00:00;25.05.2022 00:00;30.06.2022 00:00;ANR;Antwerpen;BE
TLLU7009496;YM WELLSPRING;10.05.2022 00:00;11.06.2022 00:00;11.06.2022 00:00;12.06.2022 00:00;22.06.2022 00:00;01.07.2022 00:00;RTM;Rotterdam;NL
TLLU3386491;MSC Gina;17.05.2022 00:00;19.06.2022 00:00;21.06.2022 00:00;21.06.2022 00:00;24.06.2022 00:00;;ANR;Antwerpen;BE
SEGU4902698;BALTIC BRIDGE;03.06.2022 00:00;24.06.2022 00:00;25.06.2022 00:00;25.06.2022 00:00;29.06.2022 00:00;04.07.2022 00:00;GOA;Genoa;IT
MRKU9183992;MSC VENICE;10.05.2022 00:00;02.07.2022 00:00;01.07.2022 00:00;03.07.2022 00:00;11.07.2022 00:00;12.07.2022 00:00;RTM;Rotterdam;NL
MSMU5837552;MSC RAYSHMI;02.05.2022 00:00;18.06.2022 00:00;18.06.2022 00:00;18.06.2022 00:00;20.06.2022 00:00;27.06.2022 00:00;ANR;Antwerpen;BE
FFAU2246378;MSC SHUBA B;16.03.2022 00:00;09.06.2022 00:00;09.06.2022 00:00;09.06.2022 00:00;20.06.2022 00:00;24.06.2022 00:00;ANR;Antwerpen;BE
TEMU1870720;MARSTAL MAERSK;24.04.2022 00:00;22.06.2022 00:00;22.06.2022 00:00;23.06.2022 00:00;27.06.2022 00:00;01.07.2022 00:00;ANR;Antwerpen;BE
HLBU9640852;NYK DAEDALUS;22.04.2022 00:00;10.05.2022 00:00;11.05.2022 00:00;11.05.2022 00:00;10.06.2022 00:00;17.06.2022 00:00;ANR;Antwerpen;BE
TCKU1985303;ELLY MAERSK;03.05.2022 00:00;12.06.2022 00:00;12.06.2022 00:00;13.06.2022 00:00;27.06.2022 00:00;30.06.2022 00:00;RTM;Rotterdam;NL
CMAU9558600;APL SINGAPURA;08.07.2022 00:00;10.08.2022 00:00;10.08.2022 00:00;10.08.2022 00:00;;;RTM;Rotterdam;NL
TLLU5027232;BERLIN EXPRESS;24.05.2022 00:00;13.06.2022 00:00;14.06.2022 00:00;15.06.2022 00:00;17.06.2022 00:00;30.06.2022 00:00;GOA;Genoa;IT
MSDU5525120;MSC MADHU B;22.03.2022 00:00;18.06.2022 00:00;19.06.2022 00:00;19.06.2022 00:00;23.06.2022 00:00;30.06.2022 00:00;ANR;Antwerpen;BE
MSMU6983720;MARSTAL MAERSK;24.04.2022 00:00;22.06.2022 00:00;23.06.2022 00:00;23.06.2022 00:00;27.06.2022 00:00;01.07.2022 00:00;ANR;Antwerpen;BE
CARU5787474;MURCIA MAERSK;10.05.2022 00:00;23.06.2022 00:00;23.06.2022 00:00;24.06.2022 00:00;28.06.2022 00:00;04.07.2022 00:00;RTM;Rotterdam;NL
MRSU6198841;MURCIA MAERSK;22.05.2022 00:00;25.06.2022 00:00;26.06.2022 00:00;27.06.2022 00:00;27.06.2022 00:00;30.06.2022 00:00;RTM;Rotterdam;NL
HLXU5159949;AL MURABBA;25.05.2022 00:00;18.06.2022 00:00;18.06.2022 00:00;19.06.2022 00:00;28.06.2022 00:00;04.07.2022 00:00;GOA;Genoa;IT
MSDU2050459;MSC DILETTA;23.05.2022 00:00;09.07.2022 00:00;09.07.2022 00:00;10.07.2022 00:00;14.07.2022 00:00;20.07.2022 00:00;ANR;Antwerpen;BE
MRKU0946856;MERETE MAERSK;18.06.2022 00:00;13.07.2022 00:00;13.07.2022 00:00;15.07.2022 00:00;22.07.2022 00:00;04.08.2022 00:00;RTM;Rotterdam;NL
HLBU9683113;Guayaquil Express;10.06.2022 00:00;28.06.2022 00:00;28.06.2022 00:00;28.06.2022 00:00;16.07.2022 00:00;22.07.2022 00:00;RTM;Rotterdam;NL
MRSU5070481;MSC VENICE;05.06.2022 00:00;01.07.2022 00:00;01.07.2022 00:00;02.07.2022 00:00;11.07.2022 00:00;14.07.2022 00:00;RTM;Rotterdam;NL
SUDU1971843;MERETE MAERSK;18.06.2022 00:00;13.07.2022 00:00;13.07.2022 00:00;15.07.2022 00:00;22.07.2022 00:00;03.08.2022 00:00;RTM;Rotterdam;NL
MSKU3923455;MSC VENICE;11.05.2022 00:00;02.07.2022 00:00;01.07.2022 00:00;03.07.2022 00:00;11.07.2022 00:00;14.07.2022 00:00;RTM;Rotterdam;NL
MRKU4666299;MSC VENICE;05.06.2022 00:00;01.07.2022 00:00;01.07.2022 00:00;01.07.2022 00:00;11.07.2022 00:00;14.07.2022 00:00;RTM;Rotterdam;NL
TCKU4369997;HMM DAON;18.05.2022 00:00;27.06.2022 00:00;16.06.2022 00:00;28.06.2022 00:00;05.07.2022 00:00;;HAM;Hamburg;DE
CMAU7402480;CMA CGM OTELLO;09.06.2022 00:00;15.07.2022 00:00;14.07.2022 00:00;14.07.2022 00:00;22.07.2022 00:00;03.08.2022 00:00;GOA;Genoa;IT
HASU1239803;MSC VENICE;05.06.2022 00:00;01.07.2022 00:00;01.07.2022 00:00;02.07.2022 00:00;11.07.2022 00:00;14.07.2022 00:00;RTM;Rotterdam;NL
MRSU0305536;MERETE MAERSK;18.06.2022 00:00;13.07.2022 00:00;13.07.2022 00:00;15.07.2022 00:00;22.07.2022 00:00;03.08.2022 00:00;RTM;Rotterdam;NL
TXGU5404024;MSC EVA;14.06.2022 00:00;20.07.2022 00:00;21.07.2022 00:00;22.07.2022 00:00;28.07.2022 00:00;06.08.2022 00:00;RTM;Rotterdam;NL
MSKU6815916;MERETE MAERSK;18.06.2022 00:00;13.07.2022 00:00;13.07.2022 00:00;15.07.2022 00:00;22.07.2022 00:00;03.08.2022 00:00;RTM;Rotterdam;NL
UESU4773959;CMA CGM ZHENG HE;01.06.2022 00:00;03.07.2022 00:00;03.07.2022 00:00;03.07.2022 00:00;15.07.2022 00:00;;RTM;Rotterdam;NL
APHU6752906;XIN PU DONG;01.07.2022 00:00;21.07.2022 00:00;21.07.2022 00:00;21.07.2022 00:00;29.07.2022 00:00;09.08.2022 00:00;GOA;Genoa;IT
BMOU4297455;HMM SOUTHAMPTON;27.06.2022 00:00;04.08.2022 00:00;04.08.2022 00:00;05.08.2022 00:00;22.08.2022 00:00;;RTM;Rotterdam;NL
TLLU6036584;NYK RUMINA;21.06.2022 00:00;26.07.2022 00:00;29.07.2022 00:00;30.07.2022 00:00;03.08.2022 00:00;22.08.2022 00:00;ANR;Antwerpen;BE
MSDU7804269;MAERSK ESSEN;09.07.2022 00:00;16.08.2022 00:00;16.08.2022 00:00;18.08.2022 00:00;23.08.2022 00:00;;RTM;Rotterdam;NL
SEGU4857120;COSCO BELGIUM;10.06.2022 00:00;07.07.2022 00:00;07.07.2022 00:00;08.07.2022 00:00;15.07.2022 00:00;19.07.2022 00:00;RTM;Rotterdam;NL
FCIU3155310;AIN SNAN EXPRESS;04.06.2022 00:00;06.07.2022 00:00;06.07.2022 00:00;06.07.2022 00:00;15.07.2022 00:00;19.07.2022 00:00;RTM;Rotterdam;NL
TLLU6891075;MSC VENICE;19.05.2022 00:00;02.07.2022 00:00;01.07.2022 00:00;02.07.2022 00:00;18.07.2022 00:00;22.07.2022 00:00;RTM;Rotterdam;NL
MRKU5856797;METTE MAERSK;26.05.2022 00:00;28.06.2022 00:00;28.06.2022 00:00;05.07.2022 00:00;04.07.2022 00:00;07.07.2022 00:00;RTM;Rotterdam;NL
MSDU1582436;MSC MICHELLE;25.06.2022 00:00;06.08.2022 00:00;06.08.2022 00:00;07.08.2022 00:00;11.08.2022 00:00;13.08.2022 00:00;ANR;Antwerpen;BE
FCIU5949983;MSC DILETTA;23.05.2022 00:00;09.07.2022 00:00;09.07.2022 00:00;12.07.2022 00:00;14.07.2022 00:00;16.07.2022 00:00;ANR;Antwerpen;BE
TRLU7316554;COSCO BELGIUM;10.06.2022 00:00;07.07.2022 00:00;07.07.2022 00:00;07.07.2022 00:00;19.07.2022 00:00;22.07.2022 00:00;RTM;Rotterdam;NL
FCIU8699511;MILAN MAERSK;08.06.2022 00:00;06.07.2022 00:00;06.07.2022 00:00;07.07.2022 00:00;18.07.2022 00:00;21.07.2022 00:00;RTM;Rotterdam;NL
UACU8498345;AIN SNAN EXPRESS;04.06.2022 00:00;06.07.2022 00:00;06.07.2022 00:00;06.07.2022 00:00;12.07.2022 00:00;21.07.2022 00:00;RTM;Rotterdam;NL
TRLU8952756;MSC DILETTA;23.05.2022 00:00;09.07.2022 00:00;09.07.2022 00:00;10.07.2022 00:00;14.07.2022 00:00;20.07.2022 00:00;ANR;Antwerpen;BE
MSDU7640864;MSC DILETTA;23.05.2022 00:00;09.07.2022 00:00;09.07.2022 00:00;11.07.2022 00:00;14.07.2022 00:00;20.07.2022 00:00;ANR;Antwerpen;BE
CMAU7232738;CMA CGM OTELLO;09.06.2022 00:00;15.07.2022 00:00;14.07.2022 00:00;14.07.2022 00:00;22.07.2022 00:00;03.08.2022 00:00;GOA;Genoa;IT
HLXU3521010;CMA CGM TITUS;24.08.2022 00:00;12.09.2022 00:00;;;;;GOA;Genoa;IT
NIDU2337394;AL NASRIYAH;14.06.2022 00:00;15.07.2022 00:00;15.07.2022 00:00;16.07.2022 00:00;20.07.2022 00:00;29.07.2022 00:00;GOA;Genoa;IT
MSMU4010446;MSC DILETTA;23.05.2022 00:00;09.07.2022 00:00;09.07.2022 00:00;13.07.2022 00:00;14.07.2022 00:00;21.07.2022 00:00;ANR;Antwerpen;BE
APZU4481900;XIN PU DONG;19.06.2022 00:00;21.07.2022 00:00;21.07.2022 00:00;21.07.2022 00:00;25.07.2022 00:00;06.08.2022 00:00;GOA;Genoa;IT
TCLU4387452;XIN PU DONG;19.06.2022 00:00;21.07.2022 00:00;21.07.2022 00:00;21.07.2022 00:00;22.07.2022 00:00;05.08.2022 00:00;GOA;Genoa;IT
CMAU4559223;XIN PU DONG;19.06.2022 00:00;21.07.2022 00:00;21.07.2022 00:00;21.07.2022 00:00;22.07.2022 00:00;05.08.2022 00:00;GOA;Genoa;IT
1045-6678-9.7;ONE SWAN;25.05.2022 00:00;13.07.2022 00:00;13.07.2022 00:00;15.07.2022 00:00;18.07.2022 00:00;27.07.2022 00:00;RTM;Rotterdam;NL
TGBU5661760;MSC ERICA;08.01.2022 00:00;03.04.2022 00:00;04.04.2022 00:00;04.04.2022 00:00;25.04.2022 00:00;25.04.2022 00:00;RTM;Rotterdam;NL
MEDU4281043;MERETE MAERSK;17.06.2022 00:00;13.07.2022 00:00;13.07.2022 00:00;15.07.2022 00:00;19.07.2022 00:00;22.07.2022 00:00;RTM;Rotterdam;NL
TTNU5601070;MARIE MAERSK;20.05.2022 00:00;12.07.2022 00:00;12.07.2022 00:00;12.07.2022 00:00;19.07.2022 00:00;22.07.2022 00:00;ANR;Antwerpen;BE
CLHU4591881;MERETE MAERSK;18.06.2022 00:00;13.07.2022 00:00;13.07.2022 00:00;15.07.2022 00:00;22.07.2022 00:00;03.08.2022 00:00;RTM;Rotterdam;NL
1047-1071-4.9;YM WISDOM;02.07.2022 00:00;29.08.2022 00:00;29.08.2022 00:00;;;;RTM;Rotterdam;NL
